protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterColor,SimpleClusterColor,UniprotID,Protein_names,Protein_fams,Gene_names,GO_terms,GO_bp_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_MP2K4.1.1.m.10635,-0.017883362709884,0.0393609270306585,Yes,green,green,P47809,Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (C-JUN N-terminal kinase kinase 1) (JNK kinase 1) (JNKK 1) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1),Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase subfamily,Map2k4 Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1,axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; nucleus [GO:0005634]; perikaryon [GO:0043204]; ATP binding [GO:0005524]; JUN kinase kinase activity [GO:0008545]; MAP kinase kinase activity [GO:0004708]; mitogen-activated protein kinase kinase kinase binding [GO:0031435]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; activation of JUN kinase activity [GO:0007257]; activation of MAPK activity [GO:0000187]; activation of protein kinase activity [GO:0032147]; apoptotic process [GO:0006915]; cell growth involved in cardiac muscle cell development [GO:0061049]; cellular response to mechanical stimulus [GO:0071260]; cellular response to sorbitol [GO:0072709]; JNK cascade [GO:0007254]; MAPK cascade [GO:0000165]; negative regulation of motor neuron apoptotic process [GO:2000672]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA replication [GO:0045740]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of nitric-oxide synthase biosynthetic process [GO:0051770]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of smooth muscle cell apoptotic process [GO:0034393]; protein phosphorylation [GO:0006468]; response to wounding [GO:0009611]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098],GO:0000165; GO:0000187; GO:0001934; GO:0004674; GO:0004708; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0006915; GO:0007254; GO:0007257; GO:0008545; GO:0009611; GO:0023014; GO:0030424; GO:0031098; GO:0031435; GO:0032147; GO:0032839; GO:0034393; GO:0043065; GO:0043204; GO:0043525; GO:0045740; GO:0051770; GO:0061049; GO:0071260; GO:0072709; GO:2000672,GO:0000187; GO:0007257; GO:0061049,cellular protein modification process; response to stress; signal transduction; cell differentiation; growth; anatomical structure development
CHOYP_FABP6.2.2.m.59518,-0.031781345210701,0.0451785003793744,Yes,green,green,O01812,Fatty acid-binding protein homolog 6,Calycin superfamily; Fatty-acid binding protein (FABP) family,lbp-6 W02D3.5,lipid binding [GO:0008289],GO:0008289,NA,NA
CHOYP_CRE_20365.1.3.m.20889,0.0153364630420989,0.0460602373931308,Yes,green,green,Q21828,Probable mitochondrial pyruvate carrier 1 (MPC1),Mitochondrial pyruvate carrier (MPC) (TC 2.A.105) family,mpc-1 R07E5.13,integral component of mitochondrial inner membrane [GO:0031305]; pyruvate transmembrane transporter activity [GO:0050833]; mitochondrial pyruvate transmembrane transport [GO:0006850],GO:0006850; GO:0031305; GO:0050833,NA,NA
CHOYP_GKAP1.1.1.m.18792,0.00332438428188884,0.0399020775354997,Yes,green,green,Q6NWC9,G kinase-anchoring protein 1,GKAP1 family,gkap1 zgc:85804,Golgi apparatus [GO:0005794]; signal transduction [GO:0007165],GO:0005794; GO:0007165,NA,NA
CHOYP_AAEL_AAEL001706.1.1.m.43821,-0.0307006334714702,0.0459058513255713,Yes,green,green,Q5ZLH0,NTF2-related export protein 2,,NXT2 RCJMB04_6d20,cytoplasm [GO:0005737]; nuclear pore central transport channel [GO:0044613]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein transporter activity [GO:0008565]; mRNA transport [GO:0051028]; nucleocytoplasmic transport [GO:0006913]; protein import into nucleus [GO:0006606],GO:0005634; GO:0005737; GO:0006606; GO:0006913; GO:0008565; GO:0044613; GO:0048471; GO:0051028,NA,NA
CHOYP_LOC100329062.2.2.m.39235,-0.00734724237941224,0.0503603101046168,Yes,green,green,Q9CS74,Protein ecdysoneless homolog,ECD family,Ecd,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; histone acetyltransferase binding [GO:0035035]; cell proliferation [GO:0008283]; mRNA processing [GO:0006397]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; RNA splicing [GO:0008380],GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006397; GO:0008283; GO:0008380; GO:0035035; GO:0045944; GO:2000045,NA,NA
CHOYP_LOC100030437.1.3.m.5994,0.00343376790580819,0.0583531884294407,Yes,green,green,A2AX52,Collagen alpha-4(VI) chain,Type VI collagen family,Col6a4 Dvwa,collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; protein-containing complex [GO:0032991]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; protein heterotrimerization [GO:0070208],GO:0005576; GO:0005581; GO:0007155; GO:0030020; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208,NA,NA
CHOYP_USP2.1.1.m.44411,0.0170780542570764,0.0483400152294342,Yes,green,green,H2A0M5,Uncharacterized shell protein 2 (Prism uncharacterized shell protein 10) (PUSP10),,,extracellular region [GO:0005576],GO:0005576,NA,NA
CHOYP_ACT.6.27.m.15622,0.0125436876931048,0.0443967544041218,Yes,green,green,Q92193,Actin (Fragment),Actin family,,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524],GO:0005524; GO:0005737; GO:0005856,NA,NA
CHOYP_TEMPT.3.3.m.40304,0.00647457678543767,0.0490452389604664,Yes,green,green,Q7Z0T3,Temptin,,,extracellular region [GO:0005576]; pheromone activity [GO:0005186],GO:0005186; GO:0005576,NA,NA
CHOYP_CALM.42.50.m.56135,-0.0123683164599326,0.0484095453841768,Yes,green,green,P0DP35,Calmodulin-2 B,Calmodulin family,calm2-b,calcium ion binding [GO:0005509]; signaling receptor binding [GO:0005102]; calcium-mediated signaling [GO:0019722],GO:0005102; GO:0005509; GO:0019722,NA,NA
CHOYP_AMY.2.3.m.15473,0.00468359576361476,0.0444259700288674,Yes,green,green,P91778,Alpha-amylase (EC 3.2.1.1) (1;4-alpha-D-glucan glucanohydrolase),Glycosyl hydrolase 13 family,,alpha-amylase activity [GO:0004556]; alpha-amylase activity (releasing maltohexaose) [GO:0103025]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975],GO:0004556; GO:0005975; GO:0046872; GO:0103025,NA,NA
CHOYP_LOC100744506.1.1.m.44043,0.0286555249729011,0.0353124349741876,Yes,green,green,O46037,Vinculin,Vinculin/alpha-catenin family,Vinc CG3299,actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytoplasmic side of apical plasma membrane [GO:0098592]; focal adhesion [GO:0005925]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; structural molecule activity [GO:0005198]; cell adhesion [GO:0007155]; cytoskeletal anchoring at plasma membrane [GO:0007016],GO:0003779; GO:0005198; GO:0005737; GO:0005925; GO:0007016; GO:0007155; GO:0015629; GO:0051015; GO:0098592,NA,NA
CHOYP_RLA1.5.12.m.15482,-0.000459858580785249,0.0721329884481604,Yes,green,green,O01359,60S acidic ribosomal protein P1 (Ribosomal protein RPL-21),Eukaryotic ribosomal protein P1/P2 family,rpl-21,ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translational elongation [GO:0006414],GO:0003735; GO:0005840; GO:0006414,NA,NA
CHOYP_DVIR_GJ20612.1.1.m.14542,-0.00575877890874308,0.0519525985855958,Yes,green,green,Q291A0,39S ribosomal protein L41; mitochondrial (L41mt) (MRP-L41),Mitochondrion-specific ribosomal protein mL41 family,mRpL41 GA11937,mitochondrial large ribosomal subunit [GO:0005762]; ribonucleoprotein complex [GO:1990904]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],GO:0003735; GO:0005762; GO:0006412; GO:1990904,NA,NA
CHOYP_DANA_GF10776.1.1.m.18533,-0.015020497550365,0.0356938987618031,Yes,green,green,Q2TBS2,39S ribosomal protein L21; mitochondrial (L21mt) (MRP-L21),Bacterial ribosomal protein bL21 family,MRPL21,mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; structural constituent of ribosome [GO:0003735],GO:0003735; GO:0005743; GO:0005762,NA,NA
CHOYP_LOC100472408.1.1.m.17281,-0.00223486438249556,0.0383319395338436,Yes,green,green,Q562D6,tRNA (adenine(37)-N6)-methyltransferase (EC 2.1.1.-) (tRNA methyltransferase O),,Trmo,RNA binding [GO:0003723]; tRNA (adenine-N6-)-methyltransferase activity [GO:0016430]; tRNA methylation [GO:0030488],GO:0003723; GO:0016430; GO:0030488,NA,NA
CHOYP_ROA3.2.2.m.11068,-0.0179724236506739,0.0396989461712854,Yes,green,green,P51989,Heterogeneous nuclear ribonucleoprotein A2 homolog 1 (hnRNP A2(A)),,,nucleus [GO:0005634]; RNA binding [GO:0003723]; mRNA export from nucleus [GO:0006406]; mRNA processing [GO:0006397],GO:0003723; GO:0005634; GO:0006397; GO:0006406,NA,NA
CHOYP_BRAFLDRAFT_104488.3.3.m.2973,-0.0122358266967297,0.0452205422455686,Yes,green,green,Q9Y535,DNA-directed RNA polymerase III subunit RPC8 (RNA polymerase III subunit C8) (DNA-directed RNA polymerase III subunit H) (RNA polymerase III subunit 22.9 kDa subunit) (RPC22.9),Eukaryotic RPB7/RPC8 RNA polymerase subunit family,POLR3H KIAA1665 RPC8,centrosome [GO:0005813]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; RNA polymerase III complex [GO:0005666]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; nucleobase-containing compound metabolic process [GO:0006139]; transcription by RNA polymerase III [GO:0006383]; transcription initiation from RNA polymerase III promoter [GO:0006384],GO:0003677; GO:0003899; GO:0005654; GO:0005666; GO:0005813; GO:0005829; GO:0006139; GO:0006383; GO:0006384; GO:0043231; GO:0045087; GO:0051607,NA,NA
CHOYP_RL8.10.10.m.65636,-0.0195882792500831,0.062163785651213,Yes,green,green,Q6PBF0,60S ribosomal protein L8,Universal ribosomal protein uL2 family,rpl8 TTpA008p15.1,cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181],GO:0002181; GO:0003735; GO:0019843; GO:0022625,NA,NA
CHOYP_LOC100377856.1.2.m.13657,0.00861639002172384,0.0424516217020191,Yes,green,green,Q9Z221,Polyamine-modulated factor 1-binding protein 1 (PMF-1-binding protein) (Outer dense fiber protein 3),,Pmfbp1 Odf3,outer dense fiber [GO:0001520]; sperm connecting piece [GO:0097224]; cytoskeleton organization [GO:0007010]; spermatogenesis [GO:0007283],GO:0001520; GO:0007010; GO:0007283; GO:0097224,NA,NA
CHOYP_LOC100883123.1.1.m.704,-0.0136767128817035,0.0370774390470585,Yes,green,green,P62501,TSC22 domain family protein 1 (Regulatory protein TSC-22) (TGFB-stimulated clone 22 homolog) (Transforming growth factor beta-1-induced transcript 4 protein),TSC-22/Dip/Bun family,Tsc22d1 Tgfb1i4 Tsc22,cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA-binding transcription activator activity; RNA polymerase II-specific [GO:0001228]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; positive regulation of transcription by RNA polymerase II [GO:0045944],GO:0000978; GO:0001228; GO:0005634; GO:0005737; GO:0045944,NA,NA
CHOYP_ALPHATUB84D.1.1.m.16562,0.00686324397953807,0.054192436808341,Yes,green,green,P06605,Tubulin alpha-3 chain,Tubulin family,alphaTub84D TubA84D CG2512,cytoplasm [GO:0005737]; microtubule [GO:0005874]; perinuclear region of cytoplasm [GO:0048471]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; myosin binding [GO:0017022]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]; mitotic cytokinesis [GO:0000281],GO:0000226; GO:0000278; GO:0000281; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0017022; GO:0048471,NA,NA
CHOYP_LOC100313569.1.1.m.15201,-0.0185285661718552,0.0356807150770757,Yes,green,green,Q13948,Protein CASP,CASP family,CUX1 CUTL1,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of Golgi membrane [GO:0030173]; nucleoplasm [GO:0005654]; DNA-binding transcription factor activity; RNA polymerase II-specific [GO:0000981]; intra-Golgi vesicle-mediated transport [GO:0006891],GO:0000139; GO:0000981; GO:0005654; GO:0005794; GO:0006891; GO:0030173,NA,NA
CHOYP_DPSE_GA10259.1.1.m.36297,0.0184837894796233,0.0373768240139708,Yes,green,green,Q6NW29,RWD domain-containing protein 4 (Protein FAM28A),,RWDD4 FAM28A RWDD4A,,,NA,NA
CHOYP_BM8F.1.2.m.3009,0.00676862689344012,0.0413826173444894,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_84494.4.5.m.44543,0.00539590522901027,0.0428766517778114,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_003670.m.4147,0.0274972000402872,0.0447786012945075,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_003956.m.4511,-0.00529414349108224,0.0617841464479622,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_029222.m.33159,0.0221035121962594,0.0474429553940146,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_038478.m.43530,0.0108488785300528,0.043588765740767,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_039363.m.44567,-0.00566084952467713,0.0389215566186646,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_039460.m.44676,-0.0206227736463705,0.0363473211925328,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_FABP2.1.2.m.5800,0.00445609247738896,0.0439085781401213,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_IMSP5.1.2.m.5157,-0.0283635505355464,0.042074078748358,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100375293.2.2.m.58888,-0.0143918097468304,0.0373971384570037,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC656741.1.1.m.19820,0.00396167296975002,0.04262094030506,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PITG_07096.1.1.m.4922,0.00331517923053911,0.035798069697291,Yes,green,green,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_F10A1.4.4.m.44752,-0.00874435638812965,-0.0395292158361826,Yes,gray50,gray,Q5ZLF0,Hsc70-interacting protein (Hip) (Protein FAM10A1) (Protein ST13 homolog),FAM10 family,ST13 FAM10A1 RCJMB04_6h13,cytoplasm [GO:0005737]; protein dimerization activity [GO:0046983]; chaperone cofactor-dependent protein refolding [GO:0051085],GO:0005737; GO:0046983; GO:0051085,GO:0051085,protein folding
CHOYP_NEMVEDRAFT_V1G165338.1.1.m.60296,0.00223904648407144,-0.0563985689552337,Yes,gray50,gray,P60517,Gamma-aminobutyric acid receptor-associated protein (GABA(A) receptor-associated protein),ATG8 family,Gabarap,actin cytoskeleton [GO:0015629]; autophagosome [GO:0005776]; autophagosome membrane [GO:0000421]; axoneme [GO:0005930]; cell body [GO:0044297]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; Golgi membrane [GO:0000139]; lysosome [GO:0005764]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum [GO:0005790]; sperm midpiece [GO:0097225]; beta-tubulin binding [GO:0048487]; GABA receptor binding [GO:0050811]; microtubule binding [GO:0008017]; ubiquitin protein ligase binding [GO:0031625]; autophagosome assembly [GO:0000045]; autophagy of mitochondrion [GO:0000422]; cellular response to nitrogen starvation [GO:0006995]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; microtubule cytoskeleton organization [GO:0000226]; protein transport [GO:0015031],GO:0000045; GO:0000139; GO:0000226; GO:0000421; GO:0000422; GO:0005764; GO:0005776; GO:0005790; GO:0005829; GO:0005874; GO:0005875; GO:0005886; GO:0005930; GO:0006995; GO:0008017; GO:0008625; GO:0015031; GO:0015629; GO:0031410; GO:0031625; GO:0044297; GO:0048471; GO:0048487; GO:0050811; GO:0097225,GO:0008625,signal transduction; cell death
CHOYP_BRAFLDRAFT_118250.1.1.m.11178,-0.00327865586444666,-0.0637591232356256,Yes,gray50,gray,O95295,SNARE-associated protein Snapin (Biogenesis of lysosome-related organelles complex 1 subunit 7) (BLOC-1 subunit 7) (Synaptosomal-associated protein 25-binding protein) (SNAP-associated protein),SNAPIN family,SNAPIN BLOC1S7 SNAP25BP SNAPAP,axon cytoplasm [GO:1904115]; BLOC-1 complex [GO:0031083]; BORC complex [GO:0099078]; cell junction [GO:0030054]; Golgi membrane [GO:0000139]; lysosomal membrane [GO:0005765]; perinuclear region of cytoplasm [GO:0048471]; secretory granule [GO:0030141]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672]; SNARE binding [GO:0000149]; anterograde axonal transport [GO:0008089]; anterograde synaptic vesicle transport [GO:0048490]; autophagosome maturation [GO:0097352]; cellular protein-containing complex localization [GO:0034629]; endosome to lysosome transport [GO:0008333]; intracellular protein transport [GO:0006886]; late endosome to lysosome transport [GO:1902774]; lysosomal lumen acidification [GO:0007042]; lysosome localization [GO:0032418]; melanosome organization [GO:0032438]; negative regulation of neuron projection development [GO:0010977]; neuron projection development [GO:0031175]; neurotransmitter secretion [GO:0007269]; positive regulation of late endosome to lysosome transport [GO:1902824]; protein maturation [GO:0051604]; regulation of protein binding [GO:0043393]; regulation of synaptic vesicle exocytosis [GO:2000300]; retrograde axonal transport [GO:0008090]; synaptic vesicle exocytosis [GO:0016079]; synaptic vesicle fusion to presynaptic active zone membrane [GO:0031629]; synaptic vesicle maturation [GO:0016188]; synaptic vesicle transport [GO:0048489]; terminal button organization [GO:0072553]; viral process [GO:0016032],GO:0000139; GO:0000149; GO:0005765; GO:0006886; GO:0007042; GO:0007269; GO:0008021; GO:0008089; GO:0008090; GO:0008333; GO:0010977; GO:0016032; GO:0016079; GO:0016188; GO:0030054; GO:0030141; GO:0030672; GO:0031083; GO:0031175; GO:0031629; GO:0032418; GO:0032438; GO:0034629; GO:0043393; GO:0045202; GO:0048471; GO:0048489; GO:0048490; GO:0051604; GO:0072553; GO:0097352; GO:0099078; GO:1902774; GO:1902824; GO:1904115; GO:2000300,GO:0008090; GO:0031629; GO:0032418; GO:0032438; GO:0034629; GO:0048490; GO:0072553; GO:0097352; GO:2000300,transport; autophagy; cell-cell signaling; catabolic process; vesicle-mediated transport; cytoskeleton-dependent intracellular transport; pigmentation; membrane organization
